state,city,slug,zips,max_cpl,population,mentor_score,status
IL,Golf,il/golf,60029,41.0,518,28.42,priority
IL,Highland Park,il/highland-park,60035,41.0,,,approved
IL,Highwood,il/highwood,60040,41.0,5301,21.04,priority
IL,Island Lake,il/island-lake,60042,37.5,,,approved
IL,Kenilworth,il/kenilworth,60043,41.0,2503,28.41,priority
IL,Lake Bluff,il/lake-bluff,60044,41.0,6041,19.97,priority
IL,Lake Forest,il/lake-forest,60045,41.0,,,approved
IL,Lake Zurich,il/lake-zurich,60047,37.5,,,approved
IL,Libertyville,il/libertyville,60048,41.0,,,approved
IL,Morton Grove,il/morton-grove,60053,41.0,,,approved
IL,Mount Prospect,il/mount-prospect,60056,37.5,,,approved
IL,Mundelein,il/mundelein,60060,37.5,,,approved
IL,Vernon Hills,il/vernon-hills,60061,41.0,,,approved
IL,Northbrook,il/northbrook,60062,41.0,,,approved
IL,Palatine,il/palatine,60067|60074,37.5,,,approved
IL,Park Ridge,il/park-ridge,60068,37.5,,,approved
IL,Lincolnshire,il/lincolnshire,60069,41.0,7980,17.86,priority
IL,Prospect Heights,il/prospect-heights,60070,37.5,,,approved
IL,Skokie,il/skokie,60077|60076,41.0,,,approved
IL,Wauconda,il/wauconda,60084,37.5,,,approved
IL,Buffalo Grove,il/buffalo-grove,60089,37.5,,,approved
IL,Wheeling,il/wheeling,60090,37.5,,,approved
IL,Wilmette,il/wilmette,60091,41.0,,,approved
IL,Winnetka,il/winnetka,60093,41.0,,,approved
IL,Addison,il/addison,60101,37.5,,,approved
IL,Algonquin,il/algonquin,60102,37.5,,,approved
IL,Bartlett,il/bartlett,60103,37.5,,,approved
IL,Bellwood,il/bellwood,60104,37.5,,,approved
IL,Bensenville,il/bensenville,60106,37.5,,,approved
IL,Streamwood,il/streamwood,60107,37.5,,,approved
IL,Bloomingdale,il/bloomingdale,60108,37.5,,,approved
IL,Elgin,il/elgin,60120,37.5,,,approved
IL,Elmhurst,il/elmhurst,60126,37.5,,,approved
IL,Forest Park,il/forest-park,60130,37.5,,,approved
IL,Franklin Park,il/franklin-park,60131,37.5,,,approved
IL,Hanover Park,il/hanover-park,60133,37.5,,,approved
IL,Geneva,il/geneva,60134,37.5,,,approved
IL,Glen Ellyn,il/glen-ellyn,60137,37.5,,,approved
IL,Glendale Heights,il/glendale-heights,60139,37.5,,,approved
IL,Hines,il/hines,60141,37.5,,,approved
IL,Itasca,il/itasca,60143,37.5,,,approved
IL,Lombard,il/lombard,60148,37.5,,,approved
IL,Maywood,il/maywood,60153,37.5,,,approved
IL,Westchester,il/westchester,60154,37.5,,,approved
IL,Broadview,il/broadview,60155,37.5,,,approved
IL,Medinah,il/medinah,60157,37.5,,,approved
IL,Melrose Park,il/melrose-park,60164|60160,37.5,,,approved
IL,Hillside,il/hillside,60162,37.5,,,approved
IL,Berkeley,il/berkeley,60163,37.5,5199,19.39,approved
IL,Stone Park,il/stone-park,60165,37.5,4482,20.58,approved
IL,Hoffman Estates,il/hoffman-estates,60169|60192,37.5,,,approved
IL,River Grove,il/river-grove,60171,37.5,,,approved
IL,Roselle,il/roselle,60172,37.5,,,approved
IL,Schaumburg,il/schaumburg,60195|60173|60193|60194,37.5,,,approved
IL,Saint Charles,il/saint-charles,60174,37.5,,,approved
IL,Schiller Park,il/schiller-park,60176,37.5,,,approved
IL,South Elgin,il/south-elgin,60177,37.5,,,approved
IL,Villa Park,il/villa-park,60181,37.5,,,approved
IL,Wayne,il/wayne,60184,37.5,2562,25.74,approved
IL,West Chicago,il/west-chicago,60185,37.5,,,approved
IL,Wheaton,il/wheaton,60189|60187,37.5,,,approved
IL,Carol Stream,il/carol-stream,60188,37.5,,,approved
IL,Winfield,il/winfield,60190,37.5,,,approved
IL,Wood Dale,il/wood-dale,60191,37.5,,,approved
IL,Evanston,il/evanston,60202|60201|60203|60208,41.0,76340,19.01,priority
IL,Oak Park,il/oak-park,60304|60301|60302,37.5,,,approved
IL,River Forest,il/river-forest,60305,37.5,,,approved
IL,Berwyn,il/berwyn,60402,37.5,,,approved
IL,Lemont,il/lemont,60439,37.5,,,approved
IL,Bolingbrook,il/bolingbrook,60490|60440,37.5,,,approved
IL,Lockport,il/lockport,60441,37.5,,,approved
IL,Romeoville,il/romeoville,60446,37.5,,,approved
IL,Willow Springs,il/willow-springs,60480,37.5,5868,18.48,approved
IL,Aurora,il/aurora,60504,37.5,,,approved
IL,Batavia,il/batavia,60510,37.5,,,approved
IL,Brookfield,il/brookfield,60513,37.5,,,approved
IL,Clarendon Hills,il/clarendon-hills,60514,37.5,,,approved
IL,Downers Grove,il/downers-grove,60516|60515,37.5,,,approved
IL,Woodridge,il/woodridge,60517,37.5,,,approved
IL,Hinsdale,il/hinsdale,60521,37.5,,,approved
IL,Oak Brook,il/oak-brook,60523,37.5,,,approved
IL,La Grange,il/la-grange,60525,37.5,,,approved
IL,La Grange Park,il/la-grange-park,60526,37.5,,,approved
IL,Willowbrook,il/willowbrook,60527,37.5,,,approved
IL,Lisle,il/lisle,60532,37.5,,,approved
IL,Lyons,il/lyons,60534,37.5,,,approved
IL,Naperville,il/naperville,60564|60565|60563|60540,37.5,,,approved
IL,Plainfield,il/plainfield,60544,37.5,,,approved
IL,Riverside,il/riverside,60546,37.5,,,approved
IL,Warrenville,il/warrenville,60555,37.5,,,approved
IL,Western Springs,il/western-springs,60558,37.5,,,approved
IL,Westmont,il/westmont,60559,37.5,,,approved
IL,Darien,il/darien,60561,37.5,,,approved
IL,Chicago,il/chicago,60640|60645|60626|60610|60614|60618|60657|60613|60660|60630|60646|60611|60659|60631|60625,37.5,,,approved
IL,Lincolnwood,il/lincolnwood,60712,37.5,,,approved
IL,Niles,il/niles,60714,41.0,,,approved
MO,Belton,mo/belton,64012,81.5,25008,22.49,priority
MO,Blue Springs,mo/blue-springs,64014|64015,78.0,59965,29.32,priority
MO,Buckner,mo/buckner,64016,78.0,2914,50.85,priority
MO,Farley,mo/farley,64028,78.0,309,54.07,priority
MO,Grain Valley,mo/grain-valley,64029,78.0,16271,25.56,priority
MO,Grandview,mo/grandview,64030,78.0,26527,21.02,priority
MO,Greenwood,mo/greenwood,64034,78.0,6013,38.06,priority
MO,Independence,mo/independence,64056|64053|64050|64052|64055|64057|64058|64054,78.0,121740,42.7,priority
MO,Kingsville,mo/kingsville,64061,74.0,360,51.29,priority
MO,Lees Summit,mo/lees-summit,64065|64082|64086|64063|64064|64081,78.0,103656,35.71,priority
MO,Levasy,mo/levasy,64066,78.0,104,54.07,priority
MO,Lone Jack,mo/lone-jack,64070,78.0,1412,54.07,priority
MO,Oak Grove,mo/oak-grove,64075,78.0,8538,33.08,priority
MO,Peculiar,mo/peculiar,64078,81.5,5958,39.91,priority
MO,Platte City,mo/platte-city,64079,78.0,4824,41.57,priority
MO,Pleasant Hill,mo/pleasant-hill,64080,81.5,8847,34.08,priority
MO,Raymore,mo/raymore,64083,81.5,24526,22.66,priority
MO,Sibley,mo/sibley,64088,78.0,369,54.07,priority
MO,Strasburg,mo/strasburg,64090,81.5,135,56.49,priority
MO,Waldron,mo/waldron,64092,78.0,,,approved
MO,Kansas City,mo/kansas-city,64123|64127|64154|64151|64134|64124|64149|64129|64157|64114|64152|64155|64120|64125|64138|64161|64130|64113|64109|64164|64118|64110|64131|64163|64116|64156|64111|64119|64153|64112|64108|64117|64145|64139|64133|64105|64128|64101|64146|64106|64158|64136|64126|64165|64102|64132|64147|64137,78.0,1714910,48.99,priority
MO,Riverside,mo/riverside,64150,78.0,4276,66.11,priority
MO,Harrisonville,mo/harrisonville,64701,81.5,9970,32.48,priority
MO,Adrian,mo/adrian,64720,74.0,1857,51.29,priority
MO,Archie,mo/archie,64725,81.5,1322,56.49,priority
MO,Cleveland,mo/cleveland,64734,81.5,968,56.49,priority
MO,Creighton,mo/creighton,64739,81.5,302,56.49,priority
MO,Drexel,mo/drexel,64742,81.5,924,56.49,priority
MO,East Lynne,mo/east-lynne,64743,81.5,155,56.49,priority
MO,Freeman,mo/freeman,64746,81.5,690,56.49,priority
MO,Garden City,mo/garden-city,64747,81.5,1742,56.49,priority
KS,Baldwin City,ks/baldwin-city,66006,74.0,4911,39.15,priority
KS,Basehor,ks/basehor,66007,75.0,7491,33.52,priority
KS,Bonner Springs,ks/bonner-springs,66012,78.5,7839,34.45,priority
KS,Bucyrus,ks/bucyrus,66013,74.0,168,51.29,priority
KS,De Soto,ks/de-soto,66018,77.5,6414,36.85,priority
KS,Easton,ks/easton,66020,75.0,299,51.99,priority
KS,Edgerton,ks/edgerton,66021,77.5,1924,53.72,priority
KS,Eudora,ks/eudora,66025,74.0,6119,35.86,priority
KS,Fontana,ks/fontana,66026,74.0,409,51.29,priority
KS,Fort Leavenworth,ks/fort-leavenworth,66027,75.0,,,approved
KS,Gardner,ks/gardner,66030,77.5,24526,21.55,priority
KS,New Century,ks/new-century,66031,77.5,,,approved
KS,Lansing,ks/lansing,66043,75.0,11246,28.49,priority
KS,Lawrence,ks/lawrence,66045|66049|66046|66044|66047,74.0,97387,31.13,priority
KS,Leavenworth,ks/leavenworth,66048,75.0,,,approved
KS,Lecompton,ks/lecompton,66050,74.0,736,51.29,priority
KS,Linwood,ks/linwood,66052,75.0,312,51.99,priority
KS,Louisburg,ks/louisburg,66053,74.0,5094,38.58,priority
KS,McLouth,ks/mclouth,66054,74.0,864,51.29,priority
KS,Olathe,ks/olathe,66061|66062,77.5,145057,24.32,priority
KS,Osawatomie,ks/osawatomie,66064,74.0,4182,41.75,priority
KS,Ottawa,ks/ottawa,66067,74.0,12678,26.79,priority
KS,Paola,ks/paola,66071,74.0,5770,36.71,priority
KS,Perry,ks/perry,66073,74.0,1069,51.29,priority
KS,Rantoul,ks/rantoul,66079,74.0,130,51.29,priority
KS,Spring Hill,ks/spring-hill,66083,77.5,9120,32.01,priority
KS,Stilwell,ks/stilwell,66085,77.5,,,approved
KS,Tonganoxie,ks/tonganoxie,66086,75.0,5891,36.9,priority
KS,Wellsville,ks/wellsville,66092,74.0,2216,51.29,priority
KS,Kansas City,ks/kansas-city,66160|66103|66112|66101|66106|66118|66111|66115|66109|66102|66104|66105,78.5,155135,53,priority
KS,Mission,ks/mission,66205|66202,77.5,9915,71.12,priority
KS,Shawnee,ks/shawnee,66218|66216|66203|66217|66226,77.5,68542,41.86,priority
KS,Overland Park,ks/overland-park,66213|66212|66221|66251|66207|66204|66214|66224|66210|66223,77.5,200306,47.24,priority
KS,Leawood,ks/leawood,66209|66211|66206,77.5,33809,36.64,priority
KS,Prairie Village,ks/prairie-village,66208,77.5,22874,22.16,priority
KS,Lenexa,ks/lenexa,66215|66227|66219|66220,77.5,58384,40.01,priority
KS,Overbrook,ks/overbrook,66524,81.5,1113,56.49,priority
TX,Addison,tx/addison,75001,74.0,17290,35.87,priority
TX,Allen,tx/allen,75013|75002,81.5,110265,18.83,priority
TX,Carrollton,tx/carrollton,75007|75006|75010,81.5,133740,26.42,priority
TX,Celina,tx/celina,75009,81.5,34268,19.82,priority
TX,Coppell,tx/coppell,75019,74.0,42154,25.11,priority
TX,Flower Mound,tx/flower-mound,75028|75022,81.5,78389,27.53,priority
TX,Plano,tx/plano,75093|75023|75074|75094|75075|75024|75025,81.5,290594,31.51,priority
TX,Frisco,tx/frisco,75033|75035|75034,81.5,219304,18.24,priority
TX,Irving,tx/irving,75061|75060|75038|75063|75062|75039,74.0,256492,35.74,priority
TX,Garland,tx/garland,75041|75044|75040|75043|75042,74.0,246844,28.45,priority
TX,Sachse,tx/sachse,75048,74.0,30491,18.86,priority
TX,Grand Prairie,tx/grand-prairie,75051|75054|75050|75052,81.5,201883,28.58,priority
TX,The Colony,tx/the-colony,75056,81.5,,,approved
TX,Lewisville,tx/lewisville,75057|75077|75067,81.5,131080,26.63,priority
TX,Lake Dallas,tx/lake-dallas,75065,81.5,7822,35.8,priority
TX,Little Elm,tx/little-elm,75068,81.5,,,approved
TX,Mckinney,tx/mckinney,75071|75069|75070,81.5,210600,18.54,priority
TX,Prosper,tx/prosper,75078,81.5,37869,19.05,priority
TX,Richardson,tx/richardson,75082|75081|75080,81.5,118731,35.34,priority
TX,Rowlett,tx/rowlett,75088|75089,74.0,65463,26.86,priority
TX,Wylie,tx/wylie,75098,74.0,,,approved
TX,Cedar Hill,tx/cedar-hill,75104,74.0,48879,23.67,priority
TX,Crandall,tx/crandall,75114,74.0,4763,39.64,priority
TX,Desoto,tx/desoto,75115,74.0,,,approved
TX,Duncanville,tx/duncanville,75116|75137,74.0,39683,32.81,priority
TX,Forney,tx/forney,75126,74.0,31532,18.61,priority
TX,Lancaster,tx/lancaster,75134|75146,74.0,40820,25.44,priority
TX,Hutchins,tx/hutchins,75141,74.0,7496,33.06,priority
TX,Kaufman,tx/kaufman,75142,74.0,8538,31.38,priority
TX,Mesquite,tx/mesquite,75181|75149|75150,74.0,149299,26.24,priority
TX,Seagoville,tx/seagoville,75159,74.0,19352,22.62,priority
TX,Terrell,tx/terrell,75161|75160,74.0,20366,33.6,priority
TX,Josephine,tx/josephine,75164,81.5,5842,40.23,priority
TX,Lavon,tx/lavon,75166,81.5,6498,38.55,priority
TX,Wilmer,tx/wilmer,75172,74.0,6391,35.24,priority
TX,Nevada,tx/nevada,75173,81.5,1319,56.49,priority
TX,Balch Springs,tx/balch-springs,75180,74.0,27255,19.73,priority
TX,Sunnyvale,tx/sunnyvale,75182,74.0,8336,31.68,priority
TX,Dallas,tx/dallas,75233|75238|75208|75231|75205|75254|75225|75223|75241|75234|75202|75201|75253|75227|75204|75240|75247|75232|75219|75251|75210|75203|75244|75252|75246|75236|75218|75209|75211|75230|75215|75248|75212|75214|75217|75216|75224|75287|75207|75235|75220|75229|75226|75261|75243|75270|75249|75237|75206|75228|75390,81.5,5968322,39.65,priority
TX,Princeton,tx/princeton,75407,81.5,25229,22.41,priority
TX,Anna,tx/anna,75409,81.5,24330,22.74,priority
TX,Blue Ridge,tx/blue-ridge,75424,81.5,1104,56.49,priority
TX,Farmersville,tx/farmersville,75442,81.5,4018,70.82,priority
TX,Melissa,tx/melissa,75454,81.5,20136,24.52,priority
TX,Arlington,tx/arlington,76012|76017|76001|76016|76015|76011|76014|76005|76013|76010|76006|76002|76018,81.5,397742,43.51,priority
TX,Azle,tx/azle,76020,81.5,14126,28.26,priority
TX,Bedford,tx/bedford,76022|76021,81.5,49085,33.19,priority
TX,Colleyville,tx/colleyville,76034,81.5,26012,22.14,priority
TX,Crowley,tx/crowley,76036,81.5,19532,24.82,priority
TX,Euless,tx/euless,76039|76040,81.5,60421,23.95,priority
TX,Grapevine,tx/grapevine,76051,81.5,51139,25.6,priority
TX,Haslet,tx/haslet,76052,81.5,3280,50.68,priority
TX,Hurst,tx/hurst,76054|76053,81.5,39861,28.29,priority
TX,Kennedale,tx/kennedale,76060,81.5,9439,33.2,priority
TX,Mansfield,tx/mansfield,76063,81.5,,,approved
TX,Southlake,tx/southlake,76092,81.5,31137,20.6,priority
TX,Fort Worth,tx/fort-worth,76140|76164|76114|76129|76134|76155|76109|76123|76107|76102|76131|76133|76110|76148|76115|76135|76119|76111|76103|76137|76132|76116|76108|76120|76118|76177|76106|76126|76105|76104|76179|76112,81.5,963194,55.23,priority
TX,Haltom City,tx/haltom-city,76117,81.5,,,approved
TX,Naval Air Station Jrb,tx/naval-air-station-jrb,76127,81.5,,,approved
TX,North Richland Hills,tx/north-richland-hills,76180|76182,81.5,70780,28.67,priority
TX,Denton,tx/denton,76205|76208|76209|76201|76207|76210|76203,81.5,464461,27.82,priority
TX,Argyle,tx/argyle,76226,81.5,5371,41.6,priority
TX,Aubrey,tx/aubrey,76227,81.5,7396,36.61,priority
TX,Keller,tx/keller,76248|76244,81.5,45976,26.72,priority
TX,Justin,tx/justin,76247,81.5,5447,41.37,priority
TX,Krum,tx/krum,76249,81.5,6189,39.31,priority
TX,Pilot Point,tx/pilot-point,76258,81.5,5332,41.73,priority
TX,Ponder,tx/ponder,76259,81.5,2626,55.39,priority
TX,Roanoke,tx/roanoke,76262,81.5,10286,32.08,priority
TX,Sanger,tx/sanger,76266,81.5,9641,32.92,priority
TX,Florence,tx/florence,76527,78.0,1061,54.07,priority
TX,Granger,tx/granger,76530,78.0,1046,54.07,priority
TX,Jarrell,tx/jarrell,76537,78.0,3295,48.41,priority
TX,Schwertner,tx/schwertner,76573,78.0,,,approved
TX,Taylor,tx/taylor,76574,78.0,17136,25.03,priority
TX,Thrall,tx/thrall,76578,78.0,861,54.07,priority
TX,Houston,tx/houston,77035|77069|77073|77088|77062|77010|77031|77067|77072|77083|77086|77006|77092|77032|77063|77030|77053|77045|77081|77055|77054|77019|77084|77005|77099|77074|77022|77008|77002|77004|77059|77070|77044|77082|77014|77036|77025|77040|77076|77094|77096|77098|77043|77056|77058|77077|77046|77071|77085|77003|77060|77091|77042|77066|77065|77027|77080|77007|77024|77068|77090|77009|77057|77079|77089|77018|77064|77041|77095|77037|77038,36.5,,,approved
TX,Conroe,tx/conroe,77304|77385|77301|77384,36.5,,,approved
TX,Huffman,tx/huffman,77336,29.0,,,approved
TX,Humble,tx/humble,77396|77338|77346,29.0,16521,18.26,approved
TX,Kingwood,tx/kingwood,77339|77345,29.0,,,approved
TX,Magnolia,tx/magnolia,77354|77355,29.0,4068,25.08,approved
TX,Montgomery,tx/montgomery,77356,29.0,2489,20.1,approved
TX,Pinehurst,tx/pinehurst,77362,29.0,,,approved
TX,Porter,tx/porter,77365,29.0,987,20.1,approved
TX,Spring,tx/spring,77381|77373|77382|77386|77379|77389|77380|77388,36.5,68580,23.42,approved
TX,Tomball,tx/tomball,77377|77375,36.5,13655,19.44,approved
TX,Bellaire,tx/bellaire,77401,36.5,,,approved
TX,Richmond,tx/richmond,77469|77406|77407,36.5,12582,25.63,approved
TX,Beasley,tx/beasley,77417,29.0,999,20.1,approved
TX,Cypress,tx/cypress,77429|77433,36.5,,,approved
TX,Fulshear,tx/fulshear,77441,29.0,,,approved
TX,Guy,tx/guy,77444,29.0,,,approved
TX,Hockley,tx/hockley,77447,29.0,,,approved
TX,Katy,tx/katy,77493|77450|77449|77494,36.5,25184,23.07,approved
TX,Missouri City,tx/missouri-city,77459|77489,36.5,,,approved
TX,Needville,tx/needville,77461,29.0,3094,18.46,approved
TX,Rosenberg,tx/rosenberg,77471,29.0,,,approved
TX,Stafford,tx/stafford,77477,36.5,,,approved
TX,Sugar Land,tx/sugar-land,77498|77478|77479,36.5,,,approved
TX,Pasadena,tx/pasadena,77505|77504,29.0,,,approved
TX,Baytown,tx/baytown,77520|77521,29.0,,,approved
TX,Deer Park,tx/deer-park,77536,29.0,,,approved
TX,Fresno,tx/fresno,77545,29.0,,,approved
TX,La Porte,tx/la-porte,77571,29.0,,,approved
TX,Seabrook,tx/seabrook,77586,29.0,,,approved
TX,Buda,tx/buda,78610,74.0,15859,24.5,priority
TX,Cedar Park,tx/cedar-park,78613,78.0,78301,20.66,priority
TX,Coupland,tx/coupland,78615,78.0,491,54.07,priority
TX,Del Valle,tx/del-valle,78617,85.5,,,approved
TX,Driftwood,tx/driftwood,78619,74.0,28,51.29,priority
TX,Dripping Springs,tx/dripping-springs,78620,74.0,7405,33.22,priority
TX,Georgetown,tx/georgetown,78633|78628|78626,78.0,85999,30.17,priority
TX,Hutto,tx/hutto,78634,78.0,35483,18.71,priority
TX,Kyle,tx/kyle,78640,74.0,,,approved
TX,Leander,tx/leander,78641|78645,85.5,74067,29.54,priority
TX,Liberty Hill,tx/liberty-hill,78642,78.0,8371,33.34,priority
TX,Manchaca,tx/manchaca,78652,85.5,2171,59.26,priority
TX,Manor,tx/manor,78653,85.5,18603,26.55,priority
TX,Pflugerville,tx/pflugerville,78660,85.5,65971,24.26,priority
TX,Round Rock,tx/round-rock,78664|78681|78665,78.0,127786,29.44,priority
TX,San Marcos,tx/san-marcos,78666,74.0,72811,20.18,priority
TX,Spicewood,tx/spicewood,78669,85.5,2735,57.17,priority
TX,Weir,tx/weir,78674,78.0,434,54.07,priority
TX,Wimberley,tx/wimberley,78676,74.0,2891,48.4,priority
TX,Austin,tx/austin,78741|78746|78758|78739|78737|78728|78717|78742|78733|78702|78735|78726|78759|78745|78703|78754|78727|78734|78752|78753|78736|78744|78732|78712|78757|78749|78705|78719|78751|78756|78748|78722|78724|78729|78731|78721|78730|78747|78725|78738|78750|78704|78701|78723,85.5,1940039,53.86,priority
CO,Arvada,co/arvada,80002|80005|80004|80003|80007,31.0,,,approved
CO,Aurora,co/aurora,80015|80018|80014|80016|80017|80019|80010|80045|80013|80012|80011,31.0,,,approved
CO,Broomfield,co/broomfield,80021|80023|80020,31.0,,,approved
CO,Commerce City,co/commerce-city,80022,31.0,,,approved
CO,Dupont,co/dupont,80024,31.0,,,approved
CO,Eldorado Springs,co/eldorado-springs,80025,31.0,320,21.49,approved
CO,Lafayette,co/lafayette,80026,31.0,,,approved
CO,Louisville,co/louisville,80027,31.0,,,approved
CO,Westminster,co/westminster,80031|80030,31.0,,,approved
CO,Wheat Ridge,co/wheat-ridge,80033,31.0,,,approved
CO,Castle Rock,co/castle-rock,80108|80104|80109,35.0,,,approved
CO,Elbert,co/elbert,80106,35.0,164,24.26,approved
CO,Englewood,co/englewood,80113|80110|80111|80112,31.0,,,approved
CO,Franktown,co/franktown,80116,35.0,472,24.26,approved
CO,Larkspur,co/larkspur,80118,35.0,131,24.26,approved
CO,Littleton,co/littleton,80126|80125|80121|80130|80120|80127|80129|80123|80128|80122,35.0,44710,30.47,approved
CO,Lone Tree,co/lone-tree,80124,35.0,,,approved
CO,Louviers,co/louviers,80131,35.0,294,24.26,approved
CO,Monument,co/monument,80132,35.0,,,approved
CO,Palmer Lake,co/palmer-lake,80133,35.0,2623,23.8,approved
CO,Parker,co/parker,80134|80138,35.0,,,approved
CO,Sedalia,co/sedalia,80135,35.0,37,24.26,approved
CO,Denver,co/denver,80235|80260|80228|80214|80247|80233|80215|80227|80221|80229|80226|80231|80234|80232,31.0,,,approved
CO,Thornton,co/thornton,80241,31.0,,,approved
CO,Boulder,co/boulder,80305|80302|80301|80303|80304,31.0,,,approved
CO,Golden,co/golden,80403|80419|80401,31.0,20417,17.93,approved
CO,Buffalo Creek,co/buffalo-creek,80425,31.0,,,approved
CO,Conifer,co/conifer,80433,31.0,742,21.49,approved
CO,Evergreen,co/evergreen,80439,31.0,,,approved
CO,Idledale,co/idledale,80453,31.0,297,21.49,approved
CO,Indian Hills,co/indian-hills,80454,31.0,986,21.49,approved
CO,Jamestown,co/jamestown,80455,31.0,324,21.49,approved
CO,Kittredge,co/kittredge,80457,31.0,812,21.49,approved
CO,Morrison,co/morrison,80465,31.0,412,21.49,approved
CO,Nederland,co/nederland,80466,31.0,1655,21.49,approved
CO,Pine,co/pine,80470,31.0,,,approved
CO,Pinecliffe,co/pinecliffe,80471,31.0,,,approved
CO,Ward,co/ward,80481,31.0,103,21.49,approved
CO,Longmont,co/longmont,80504|80503|80501,31.0,,,approved
CO,Bellvue,co/bellvue,80512,31.0,,,approved
CO,Berthoud,co/berthoud,80513,31.0,,,approved
CO,Dacono,co/dacono,80514,31.0,,,approved
CO,Drake,co/drake,80515,31.0,,,approved
CO,Erie,co/erie,80516,31.0,,,approved
CO,Estes Park,co/estes-park,80517,31.0,,,approved
CO,Firestone,co/firestone,80520,31.0,,,approved
CO,Fort Collins,co/fort-collins,80526|80525|80521|80528|80524,31.0,,,approved
CO,Frederick,co/frederick,80530,31.0,,,approved
CO,Johnstown,co/johnstown,80534,31.0,,,approved
CO,Laporte,co/laporte,80535,31.0,1771,21.49,approved
CO,Livermore,co/livermore,80536,31.0,,,approved
CO,Loveland,co/loveland,80537|80538,31.0,,,approved
CO,Lyons,co/lyons,80540,31.0,1838,21.49,approved
CO,Mead,co/mead,80542,31.0,,,approved
CO,Milliken,co/milliken,80543,31.0,,,approved
CO,Red Feather Lakes,co/red-feather-lakes,80545,31.0,365,21.49,approved
CO,Severance,co/severance,80546,31.0,,,approved
CO,Timnath,co/timnath,80547,31.0,,,approved
CO,Wellington,co/wellington,80549,31.0,,,approved
CO,Windsor,co/windsor,80550,31.0,,,approved
CO,Brighton,co/brighton,80603|80601|80602,31.0,,,approved
CO,Ault,co/ault,80610,31.0,2425,21.49,approved
CO,Carr,co/carr,80612,31.0,,,approved
CO,Eaton,co/eaton,80615,31.0,,,approved
CO,Evans,co/evans,80620,31.0,,,approved
CO,Fort Lupton,co/fort-lupton,80621,31.0,,,approved
CO,Galeton,co/galeton,80622,31.0,,,approved
CO,Gill,co/gill,80624,31.0,,,approved
CO,Greeley,co/greeley,80634|80631,31.0,,,approved
CO,Henderson,co/henderson,80640,31.0,,,approved
CO,Hudson,co/hudson,80642,31.0,2006,21.49,approved
CO,Keenesburg,co/keenesburg,80643,31.0,2347,21.49,approved
CO,Kersey,co/kersey,80644,31.0,1064,21.49,approved
CO,La Salle,co/la-salle,80645,31.0,3061,19.82,approved
CO,Nunn,co/nunn,80648,31.0,358,21.49,approved
CO,Pierce,co/pierce,80650,31.0,1201,21.49,approved
CO,Platteville,co/platteville,80651,31.0,2928,20.17,approved
CO,Calhan,co/calhan,80808,35.0,620,24.26,approved
CO,Cascade,co/cascade,80809,35.0,1412,24.26,approved
CO,Fountain,co/fountain,80817,35.0,,,approved
CO,Green Mountain Falls,co/green-mountain-falls,80819,35.0,459,24.26,approved
CO,Manitou Springs,co/manitou-springs,80829,35.0,4735,18.79,approved
CO,Peyton,co/peyton,80831,35.0,139,24.26,approved
CO,Usaf Academy,co/usaf-academy,80840,35.0,,,approved
CO,Colorado Springs,co/colorado-springs,80909|80914|80951|80910|80919|80904|80922|80921|80907|80911|80927|80918|80925|80920|80938|80923|80903|80906|80939|80905|80908|80924|80915|80929|80916|80917,35.0,643336,19.03,approved
AZ,Phoenix,az/phoenix,85085|85042|85051|85032|85043|85009|85031|85054|85027|85086|85021|85024|85022|85006|85029|85034|85023|85018|85050|85083|85037|85004|85045|85014|85015|85003|85044|85008|85007|85013|85016|85040|85053|85048|85041|85012|85019|85028|85035|85033|85020|85017,32.5,,,approved
AZ,Queen Creek,az/queen-creek,85142,32.5,,,approved
AZ,Mesa,az/mesa,85210|85202|85212|85213|85203|85206|85209|85208|85207|85201|85204|85205|85215,32.5,,,approved
AZ,Chandler,az/chandler,85224|85226|85249|85225|85286|85248,32.5,,,approved
AZ,Gilbert,az/gilbert,85298|85234|85295|85233|85296|85297,32.5,,,approved
AZ,Scottsdale,az/scottsdale,85254|85260|85256|85257|85266|85250|85259|85255|85258|85251,32.5,,,approved
AZ,Paradise Valley,az/paradise-valley,85253,32.5,,,approved
AZ,Fountain Hills,az/fountain-hills,85268,32.5,,,approved
AZ,Tempe,az/tempe,85282|85283|85284|85281,32.5,,,approved
AZ,Glendale,az/glendale,85305|85308|85303|85307|85304|85310|85306|85302|85301,32.5,,,approved
AZ,Luke Air Force Base,az/luke-air-force-base,85309,32.5,,,approved
AZ,Avondale,az/avondale,85392|85323,32.5,,,approved
AZ,Cave Creek,az/cave-creek,85331,32.5,,,approved
AZ,El Mirage,az/el-mirage,85335,32.5,,,approved
AZ,Goodyear,az/goodyear,85395|85338,32.5,,,approved
AZ,Laveen,az/laveen,85339,32.5,836,22.53,approved
AZ,Litchfield Park,az/litchfield-park,85340,32.5,,,approved
AZ,Peoria,az/peoria,85382|85345|85383|85381,32.5,,,approved
AZ,Sun City,az/sun-city,85351|85373,32.5,,,approved
AZ,Tolleson,az/tolleson,85353,32.5,,,approved
AZ,Waddell,az/waddell,85355,32.5,,,approved
AZ,Youngtown,az/youngtown,85363,32.5,,,approved
AZ,Surprise,az/surprise,85378|85379|85388|85374,32.5,,,approved
AZ,Carefree,az/carefree,85377,32.5,3683,19.29,approved
